stratum_bmv2 -device_id=1 -chassis_config_file=/tmp/leaf2/chassis-config.txt -forwarding_pipeline_configs_file=/tmp/leaf2/pipe.txt -persistent_config_dir=/tmp/leaf2 -initial_pipeline=/root/dummy.json -cpu_port=255 -external_stratum_urls=0.0.0.0:50002 -local_stratum_url=localhost:57863 -max_num_controllers_per_node=10 -write_req_log_file=/tmp/leaf2/write-reqs.txt -logtosyslog=false -logtostderr=true

--------------------------------------------------------------------------------

E0912 00:39:09.045619   103 main.cc:133] Starting bmv2 simple_switch and waiting for P4 pipeline
E0912 00:42:49.126686   190 bmv2_switch.cc:201] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0912 00:42:49.127640   190 bmv2_switch.cc:201] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0912 00:42:49.127895   190 bmv2_switch.cc:201] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0912 00:42:49.128531   190 bmv2_switch.cc:201] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0912 00:42:49.128949   190 bmv2_switch.cc:201] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0912 00:42:49.130154   190 bmv2_switch.cc:201] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0912 00:42:49.130416   190 bmv2_switch.cc:201] StratumErrorSpace::ERR_INTERNAL: Not supported yet
E0912 00:42:49.134183   190 yang_parse_tree_paths.cc:97] StratumErrorSpace::ERR_INTERNAL: Writing response to stream failed: sync_response: true
E0912 00:42:49.134447   190 yang_parse_tree.cc:70] Return Error: (this->*handler)(event, path, stream) failed with StratumErrorSpace::ERR_INTERNAL: Writing response to stream failed: sync_response: true. 
E0912 00:42:49.134691   190 gnmi_publisher.cc:126] Handler returned non-OK status: StratumErrorSpace::ERR_INTERNAL: Writing response to stream failed: sync_response: true. 
I0912 00:42:49.177772   189 p4_service.cc:698] Controller (connection_id: 1, election_id: 40, uri: ipv4:172.19.0.3:37378) is connected as MASTER for node (aka device) with ID 1.
I0912 00:42:49.238874   211 config_monitoring_service.cc:399] Initial Subscribe request from ipv4:172.19.0.3:37390 over stream 0x7fd1c41f44e0.
